id	nev	hosszusag	szelesseg
2163	Kunszállás	1185,3	2805,85
2164	Pusztaapáti	996,67	2805,8
2165	Gétye	1024,23	2805,77
2166	Jakabszállás	1176,44	2805,76
2167	Gellénháza	1007,03	2805,72
2168	Murony	1262,55	2805,72
2169	Balatongyörök	1041,42	2805,69
2170	Kerkakutas	990,34	2805,65
2171	Magyarszombatfa	980,53	2805,62
2172	Kamut	1258,92	2805,61
2173	Ormándlak	1005,24	2805,6
2174	Vonyarcvashegy	1038,85	2805,56
2175	Szentgyörgyvár	1027,95	2805,53
2176	Dunatetétlen	1145,73	2805,51
2177	Becsvölgye	1001,33	2805,49
2178	Szentpéterúr	1022,39	2805,49
2179	Kondoros	1247,95	2805,47
2180	Kálócfa	993,74	2805,46
2181	Simontornya	1112,73	2805,46
2182	Nagytőke	1217,26	2805,43
2183	Sárhida	1010,58	2805,42
2184	Gombosszeg	1003,25	2805,37
2185	Felsőszenterzsébet	987,42	2805,22
2186	Ozora	1104	2805,11
2187	Pölöske	1015,5	2805,11
2188	Orgovány	1168,52	2805,05
2189	Nagycsepely	1070,23	2805,02
2190	Magyarkeszi	1094,23	2805,01
2191	Bábonymegyer	1086,96	2804,93
2192	Zalaigrice	1020,61	2804,87
2193	Látrány	1064,84	2804,83
2194	Lickóvadamos	1006,29	2804,79
2195	Alsószenterzsébet	988,64	2804,67
2196	Fülöpjakab	1183,41	2804,52
2197	Fonyód	1052,82	2804,5
2198	Ordacsehi	1057,4	2804,46
2199	Zala	1080,14	2804,43
2200	Bölcske	1137,86	2804,4
2201	Kötegyán	1288,63	2804,38
2202	Sarkad	1282,62	2804,34
2203	Petrikeresztúr	1003,44	2804,29
2204	Zalaapáti	1026,51	2804,23
2205	Iborfia	1005,75	2804,19
2206	Velemér	982,06	2804,19
2207	Doboz	1274,73	2804,15
2208	Szilvágy	997,61	2804,02
2209	Tab	1082,1	2803,9
2210	Bak	1010,76	2803,87
2211	Pórszombat	994,65	2803,75
2212	Zalaszentmihály	1017,1	2803,63
2213	Kapoly	1078,61	2803,61
2214	Visz	1067,04	2803,61
2215	Szentgyörgyvölgy	984,57	2803,54
2216	Fürged	1098,67	2803,4
2217	Nagyszokoly	1092,63	2803,31
2218	Kétsoprony	1253,33	2803,25
2219	Pacsa	1020,79	2803,18
2220	Németkér	1125,87	2803,1
2221	Márokföld	986,54	2803,07
2222	Tolnanémedi	1108,5	2803,04
2223	Somogymeggyes	1074,73	2803,01
2224	Vajta	1120,06	2803,01
2225	Csengőd	1155,97	2803
2226	Barlahida	1002,1	2802,97
2227	Csesztreg	991,04	2802,87
2228	Pálfa	1116,53	2802,83
2229	Csongrád	1208,54	2802,81
2230	Páhi	1163,36	2802,79
2231	Sármellék	1030,22	2802,75
2232	Kiskunfélegyháza	1190,71	2802,72
2233	Balatonfenyves	1048,7	2802,69
2234	Balatonberény	1039,39	2802,64
2235	Eperjes	1233,8	2802,56
2236	Szőlősgyörök	1060,57	2802,52
2237	Somogytúr	1066	2802,48
2238	Tengőd	1085,8	2802,45
2239	Zalaszentmárton	1024	2802,23
2240	Balatonmáriafürdő	1044,24	2802,19
2241	Esztergályhorváti	1026,64	2802,14
2242	Bugacpusztaháza	1178,07	2802,12
2243	Zalatárnok	1005,52	2802,11
2244	Nemesnép	987,57	2802,08
2245	Zalabaksa	992,91	2802,08
2246	Kánya	1084,15	2802,06
2247	Balatonkeresztúr	1042,6	2802,03
2248	Baktüttös	1009,04	2801,96
2249	Harta	1141,8	2801,91
2250	Iregszemcse	1091,06	2801,6
2251	Akasztó	1152,39	2801,5
2252	Balatonszentgyörgy	1038,12	2801,46
2253	Karád	1070,67	2801,33
2254	Bugac	1180,9	2801,3
2255	Gyugy	1061,04	2801,27
2256	Nova	1000,81	2801,24
2257	Madocsa	1137,18	2801,23
2258	Tabdi	1158,56	2801,13
2259	Gátér	1197,57	2800,94
2260	Kisszékely	1112,36	2800,91
2261	Baglad	989,18	2800,85
2262	Pincehely	1106,32	2800,8
2263	Pötréte	1017,15	2800,79
2264	Szentkozmadombja	1005,8	2800,79
2265	Kerkabarabás	993,45	2800,76
2266	Felsőrajk	1019,3	2800,74
2267	Somogybabod	1066,54	2800,71
2268	Bikács	1120,02	2800,64
2269	Zics	1078,86	2800,63
2270	Békéscsaba	1265,11	2800,62
2271	Somogyegres	1081,71	2800,59
2272	Lendvajakabfa	986,57	2800,52
2273	Balatonújlak	1043,17	2800,45
2274	Fábiánsebestyén	1227,25	2800,45
2275	Dióskál	1023,38	2800,4
2276	Tófej	1008,14	2800,32
2277	Nagyszénás	1240,49	2800,31
2278	Kaskantyú	1163,34	2800,25
2279	Söjtör	1011,52	2800,23
2280	Egeraracsa	1024,84	2800,22
2281	Zalavár	1029,74	2800,14
2282	Lengyeltóti	1058,23	2800,06
2283	Gádoros	1236,01	2800,05
2284	Felgyő	1206,58	2799,94
2285	Nágocs	1077,59	2799,8
2286	Resznek	988,49	2799,8
2287	Vörs	1036,13	2799,79
2288	Mikekarácsonyfa	1002,29	2799,57
2289	Újireg	1090,65	2799,51
2290	Telekgerendás	1257,13	2799,46
2291	Szentes	1215,71	2799,38
2292	Alsórajk	1019,94	2799,32
2293	Bedegkér	1083,7	2799,06
2294	Bödeháza	983,72	2798,99
2295	Andocs	1075,57	2798,97
2296	Nagyszékely	1111,83	2798,95
2297	Hernyék	998,59	2798,93
2298	Hács	1061,39	2798,89
2299	Miklósi	1079,94	2798,89
2300	Kéthely	1043,7	2798,8
2301	Gyula	1276,79	2798,77
2302	Dunapataj	1140,03	2798,67
2303	Gutorfölde	1004,04	2798,65
2304	Belsősárd	988,37	2798,6
2305	Zebecke	1001,17	2798,6
2306	Belecska	1104,94	2798,54
2307	Hahót	1015,41	2798,54
2308	Buzsák	1055,04	2798,53
2309	Csertalakos	1001,99	2798,53
2310	Hollád	1038,66	2798,48
2311	Zalaszabar	1026,65	2798,47
2312	Pusztaederics	1008,01	2798,42
2313	Somogyszentpál	1048,68	2798,4
2314	Zalaszombatfa	986,74	2798,33
2315	Kisberény	1059,7	2798,3
2316	Pusztaszentlászló	1010,59	2798,3
2317	Ordas	1136,88	2798,23
2318	Tamási	1097,15	2798,21
2319	Kilimán	1019,83	2798,18
2320	Tikos	1037,41	2798,17
2321	Györköny	1121,88	2798,11
2322	Fiad	1070,55	2798,05
2323	Szijártóháza	986,3	2798,04
2324	Szegerdő	1036,61	2798,03
2325	Móricgát	1180,24	2798,01
2326	Gáborjánháza	985,28	2797,93
2327	Miszla	1108,87	2797,9
2328	Csorvás	1250,02	2797,88
2329	Főnyed	1035,47	2797,87
2330	Külsősárd	989,12	2797,72
2331	Paks	1131,33	2797,68
2332	Pálmonostora	1196,74	2797,64
2333	Sárszentlőrinc	1116,45	2797,54
2334	Orosztony	1023,68	2797,52
2335	Lenti	992,57	2797,48
2336	Kissziget	999,94	2797,4
2337	Ortaháza	1000,93	2797,39
2338	Kerecseny	1022,93	2797,37
2339	Petőfiszállás	1191,72	2797,33
2340	Nagydorog	1119,58	2797,29
2341	Nagyrada	1026,91	2797,18
2342	Gamás	1065,73	2797,17
2343	Kára	1080,79	2797,03
2344	Tömörkény	1202,75	2797,03
2345	Szentpéterfölde	1005,64	2797,02
2346	Táska	1051,42	2797,02
2347	Árpádhalom	1232,98	2796,99
2348	Rédics	988,68	2796,98
2349	Bócsa	1168,97	2796,89
2350	Értény	1088,17	2796,86
2351	Keszőhidegkút	1105,54	2796,71
2352	Csömödér	998,44	2796,58
2353	Géderlak	1134,92	2796,46
2354	Öreglak	1057,78	2796,39
2355	Iklódbördőce	996,63	2796,34
2356	Kisbárapáti	1071,97	2796,24
2357	Pölöskefő	1016,87	2796,19
2358	Szorosad	1081,5	2796,17
2359	Pusztamagyaród	1009,71	2796,13
2360	Szabadkígyós	1264,56	2796,11
2361	Gelse	1019,5	2796,08
2362	Törökkoppány	1083,05	2796,08
2363	Csanytelek	1206,97	2796,07
2364	Gerendás	1251,67	2795,77
2365	Bonnya	1074,26	2795,76
2366	Nagykónyi	1092,07	2795,74
2367	Balatonmagyaród	1030,66	2795,71
2368	Dunaszentbenedek	1133,66	2795,7
2369	Újtelek	1143,41	2795,67
2370	Koppányszántó	1086,27	2795,65
2371	Udvari	1110,79	2795,64
2372	Újkígyós	1261,62	2795,61
2373	Sávoly	1036,14	2795,57
2374	Pusztahencse	1123,28	2795,56
2375	Páka	999	2795,49
2376	Somogysámson	1038	2795,48
2377	Zalaszentbalázs	1015,14	2795,46
2378	Somogyacsa	1077,34	2795,44
2379	Garabonc	1027,44	2795,29
2380	Pördefölde	1002,54	2795,27
2381	Somogydöröcske	1080,42	2795,27
2382	Gosztola	991,82	2795,18
2383	Nagymágocs	1229,37	2795,05
2384	Marcali	1044,65	2795,01
2385	Szegvár	1213,53	2794,99
2386	Derekegyház	1221,45	2794,96
2387	Somogyvár	1059,05	2794,92
2388	Lendvadedes	990,56	2794,84
2389	Nikla	1050,87	2794,83
2390	Börzönce	1013,36	2794,81
2391	Szentliszló	1009,45	2794,8
2392	Soltvadkert	1163,63	2794,74
2393	Regöly	1103,38	2794,7
2394	Csabaszabadi	1257,18	2794,55
2395	Zalamerenye	1025,84	2794,51
2396	Felsőmocsolád	1069,56	2794,47
2397	Kerkateskánd	994,31	2794,47
2398	Szécsisziget	995,63	2794,44
2399	Kacorlak	1017,35	2794,42
2400	Szárazd	1105,52	2794,37
2401	Kányavár	1000,86	2794,35
2402	Csömend	1049,51	2794,25
2403	Uszód	1134,12	2794,25
2404	Somogyvámos	1061,12	2794,19
2405	Jászszentlászló	1185,43	2794,14
2406	Gelsesziget	1019,32	2794,06
2407	Bucsuta	1010,22	2793,92
2408	Kajdacs	1117,56	2793,92
2409	Orosháza	1240,34	2793,86
2410	Zalaújlak	1024,79	2793,65
2411	Szőkedencs	1034,95	2793,6
2412	Zalakaros	1027,33	2793,6
2413	Polány	1066,51	2793,57
2414	Lasztonya	1003,06	2793,46
2415	Várfölde	1005,85	2793,41
2416	Gyönk	1108,75	2793,4
2417	Somogyzsitfa	1037,74	2793,35
2418	Szakmár	1144,62	2793,34
2419	Magyarszerdahely	1016,23	2793,32
2420	Bocska	1014,91	2793,29
2421	Szank	1180,19	2793,28
2422	Ecseny	1071,47	2793,27
2423	Nagybakónak	1022,61	2793,22
2424	Lovászi	993,45	2793,12
2425	Pamuk	1058,37	2793,11
2426	Baks	1206,54	2793,1
2427	Pusztaszer	1199,38	2793,02
2428	Bánokszentgyörgy	1007,06	2792,94
2429	Tázlár	1170,87	2792,94
2430	Maróc	1000,06	2792,85
2431	Pusztakovácsi	1054,34	2792,65
2432	Kétegyháza	1271,08	2792,59
2433	Lispeszentadorján	1001,87	2792,56
2434	Csengele	1191,92	2792,54
2435	Csanádapáca	1253,19	2792,52
2436	Szakcs	1086,61	2792,51
2437	Újudvar	1019,42	2792,43
2438	Szakadát	1108,35	2792,38
2439	Gadács	1080,37	2792,37
2440	Pusztaottlaka	1260,5	2792,37
2441	Igal	1076,52	2792,35
2442	Tormafölde	995,63	2792,27
2443	Magyarszentmiklós	1016,16	2792,25
2444	Csákány	1036,52	2792,19
2445	Zalakomár	1030,76	2792,09
2446	Diósberény	1106,67	2792
2447	Pusztaföldvár	1248,41	2791,88
2448	Elek	1275,24	2791,8
2449	Oltárc	1010,1	2791,8
2450	Csapi	1025,4	2791,75
2451	Kalocsa	1138,75	2791,74
2452	Tengelic	1122,73	2791,7
2453	Várong	1082,82	2791,7
2454	Kocsola	1090,9	2791,68
2455	Foktő	1135,18	2791,67
2456	Dunaszentgyörgy	1129,02	2791,66
2457	Kecel	1154,99	2791,66
2458	Bázakerettye	1003,89	2791,52
2459	Edde	1063,08	2791,48
2460	Füzvölgy	1016,49	2791,45
2461	Mindszent	1211,37	2791,43
2462	Szakály	1102,79	2791,4
2463	Varsád	1111,34	2791,4
2464	Kelevíz	1045,16	2791,39
2465	Libickozma	1052,06	2791,39
2466	Somogygeszti	1066,9	2791,35
2467	Galambok	1027,55	2791,3
2468	Osztopán	1060,26	2791,2
2469	Kiscsehi	1000,56	2791,18
2470	Tornyiszentmiklós	993,42	2791,11
2471	Magyardombegyház	1257,71	2791,1
2472	Medgyesbodzás	1257,71	2791,1
2473	Hosszúvíz	1046,61	2791,03
2474	Gadány	1043,37	2791
2475	Dobri	994,94	2790,99
2476	Öregcsertő	1146,72	2790,92
2477	Ráksi	1075,4	2790,92
2478	Hosszúvölgy	1015,93	2790,9
2479	Lápafő	1083,65	2790,9
2480	Pirtó	1166	2790,89
2481	Somogyszil	1080,11	2790,89
2482	Alsóbogát	1065,03	2790,68
2483	Kölesd	1115,19	2790,58
2484	Gyulaj	1097,76	2790,51
2485	Mernye	1069,52	2790,44
2486	Kiskőrös	1150,54	2790,42
2487	Somogyfajsz	1054,18	2790,38
2488	Székkutas	1232,39	2790,37
2489	Borsfa	1006,99	2790,32
2490	Homokkomárom	1015,02	2790,28
2491	Szentgáloskér	1073,08	2790,21
2492	Kalaznó	1108,53	2790,1
2493	Kistormás	1114,01	2790,08
2494	Kerkaszentkirály	994,79	2790,07
2495	Csörnyeföld	998,06	2790,06
2496	Kisrécse	1023,83	2790,06
2497	Valkonya	1008,61	2790,06
2498	Kardoskút	1242,16	2789,89
2499	Mesztegnyő	1045,37	2789,83
2500	Ópusztaszer	1203,98	2789,82
2501	Medgyesegyháza	1261,8	2789,78
2502	Szentmargitfalva	999,7	2789,72
2503	Zalasárszeg	1024,93	2789,68
2504	Gerjen	1134,21	2789,63
2505	Hőgyész	1105,24	2789,61
2506	Kiskunmajsa	1184,22	2789,61
2507	Dúzs	1102,89	2789,48
2508	Dalmand	1091,55	2789,47
2509	Somogyjád	1063,08	2789,47
2510	Nagyszakácsi	1039,25	2789,42
2511	Nemesvid	1035,18	2789,42
2512	Homokmégy	1144,41	2789,38
2513	Imrehegy	1158,13	2789,35
2514	Nagyrécse	1023,3	2789,34
2515	Somogysimonyi	1032,59	2789,26
2516	Kistolmács	1005,12	2789,23
2517	Zalaszentjakab	1027,79	2789,2
2518	Bátya	1137,21	2789,16
2519	Nak	1083,29	2789,02
2520	Zajk	1003,33	2789
2521	Kazsok	1077,84	2788,77
2522	Muraszemenye	998,01	2788,63
2523	Szedres	1121,06	2788,61
2524	Bodrog	1059,55	2788,51
2525	Medina	1118,7	2788,49
2526	Somodor	1070,62	2788,49
2527	Eszteregnye	1013,1	2788,43
2528	Nagykamarás	1267,09	2788,34
2529	Kistelek	1198,8	2788,17
2530	Mártély	1214,43	2788,12
2531	Drágszél	1142,32	2788,06
2532	Rigyác	1011,84	2788,05
2533	Felsőnána	1111,83	2788,02
2534	Csibrák	1100,8	2788,01
2535	Fadd	1129,58	2787,92
2536	Kömpöc	1192,08	2787,89
2537	Harkakötöny	1176,51	2787,84
2538	Magyaratád	1074,17	2787,82
2539	Szenyér	1042,26	2787,82
2540	Almáskamarás	1265,41	2787,72
2541	Murga	1109,3	2787,65
2542	Nagybánhegyes	1254,18	2787,59
2543	Várda	1064,37	2787,59
2544	Magyaregres	1066,37	2787,55
2545	Sormás	1015,05	2787,54
2546	Murarátka	1000,56	2787,49
2547	Kaszaper	1249,52	2787,48
2548	Büssü	1077,92	2787,45
2549	Magyarbánhegyes	1257,81	2787,43
2550	Somogyaszaló	1068,42	2787,32
2551	Tapsony	1040,21	2787,28
2552	Csombárd	1060,23	2787,15
2553	Miháld	1027,51	2787,1
2554	Becsehely	1007,76	2787,02
2555	Nagykanizsa	1019,52	2787
2556	Patalom	1075,32	2786,96
2557	Kurd	1098,97	2786,88
2558	Fácánkert	1124,31	2786,81
2559	Miske	1142,03	2786,66
2560	Nemeskisfalud	1042,02	2786,43
2561	Kéty	1111,56	2786,4
2562	Petrivente	1010,53	2786,35
2563	Pat	1031,08	2786,3
2564	Dóc	1208,27	2786,25
2565	Gölle	1080,92	2786,1
2566	Varászló	1032,95	2786,09
2567	Nemesdéd	1034,59	2786,07
2568	Kiskunhalas	1169,03	2786,03
2569	Újvárfalva	1054,46	2786,02
2570	Szepetnek	1014,12	2785,95
2571	Mezőcsokonya	1058,63	2785,93
2572	Letenye	1003,63	2785,82
2573	Lőkösháza	1273,95	2785,81
2574	Mucsi	1103,63	2785,74
2575	Tolna	1126,95	2785,6
2576	Császártöltés	1150,92	2785,48
2577	Kunágota	1262,94	2785,48
2578	Zimány	1074,84	2785,48
2579	Döbrököz	1094,55	2785,39
2580	Kisgyalán	1078,6	2785,39
2581	Balástya	1200,61	2785,37
2582	Békéssámson	1237,2	2785,35
2583	Dombiratos	1267	2785,34
2584	Sand	1027,6	2785,33
2585	Hódmezővásárhely	1219,5	2785,26
2586	Tótszentmárton	1008,31	2785,25
2587	Hetes	1061,66	2785,24
2588	Csólyospálos	1190,26	2785,18
2589	Kevermes	1270,88	2785,1
2590	Fajsz	1135,18	2785,07
2591	Tevel	1107,4	2784,86
2592	Somogysárd	1055,84	2784,78
2593	Mezőkovácsháza	1254,78	2784,76
2594	Vése	1037,55	2784,75
2595	Tótkomlós	1244,31	2784,71
2596	Böhönye	1043,7	2784,63
2597	Zomba	1114,16	2784,59
2598	Juta	1064,15	2784,39
2599	Orci	1072,46	2784,36
2600	Harc	1117,38	2784,21
2601	Tótszerdahely	1008	2783,99
2602	Dombóvár	1117,36	2783,95
2603	Hajós	1146,87	2783,95
2604	Fonó	1077,24	2783,87
2605	Semjénháza	1010,89	2783,87
2606	Závod	1105,03	2783,71
2607	Nagybajom	1050,65	2783,7
2608	Inke	1031,83	2783,56
2609	Sióagárd	1119,37	2783,55
2610	Dusnok	1137,56	2783,4
2611	Mekényes	1100,12	2783,38
2612	Végegyháza	1252,31	2783,35
2613	Kisdorog	1109,86	2783,32
2614	Molnári	1010,02	2783,11
2615	Bogyiszló	1129,43	2783,09
2616	Pogányszentpéter	1023,73	2783,06
2617	Zsana	1179,66	2782,96
2618	Pálmajor	1054,23	2782,93
2619	Kisvejke	1104,86	2782,92
2620	Nagyvejke	1106,87	2782,74
2621	Lengyel	1102,09	2782,7
2622	Attala	1084,05	2782,66
2623	Fityeház	1014,32	2782,64
2624	Kapospula	1085,98	2782,53
2625	Taszár	1074,47	2782,37
2626	Csoma	1083,06	2782,32
2627	Kisdombegyház	1265,91	2782,29
2628	Bonyhádvarasd	1108,82	2782,25
2629	Nagyhajmás	1097,5	2782,22
2630	Liszó	1020,24	2782,21
2631	Nagyér	1243,85	2782,19
2632	Szabadi	1082	2782,02
2633	Kéleshalom	1157,03	2781,87
2634	Forráskút	1194,56	2781,86
2635	Kaposújlak	1063,79	2781,84
2636	Iharosberény	1026,75	2781,83
2637	Sándorfalva	1206,36	2781,8
2638	Kaposfő	1059,83	2781,68
2639	Murakeresztúr	1012,73	2781,65
2640	Kaposmérő	1062,28	2781,64
2641	Kunfehértó	1164,93	2781,64
2642	Kaposhomok	1075,55	2781,57
2643	Baté	1077,87	2781,47
2644	Nagyberki	1080,53	2781,46
2645	Kaposvár	1067,75	2781,45
2646	Mucsfa	1105,23	2781,36
2647	Mosdós	1079,41	2781,26
2648	Kiskorpád	1056,71	2781,18
2649	Szekszárd	1122,22	2781,14
2650	Balotaszállás	1172,51	2781,1
2651	Ambrózfalva	1243,97	2781,02
2652	Mágocs	1094	2780,98
2653	Érsekhalma	1147,48	2780,92
2654	Szárász	1102,45	2780,88
2655	Sántos	1072,98	2780,79
2656	Kakasd	1115,74	2780,76
2657	Segesd	1041,02	2780,64
2658	Szatymaz	1202,62	2780,57
2659	Csikóstőttős	1089,49	2780,52
2660	Iharos	1025,78	2780,44
2661	Nemesnádudvar	1143,18	2780,41
2662	Dombegyház	1267,97	2780,33
2663	Üllés	1190,83	2780,12
2664	Algyő	1212,42	2780,11
2665	Jákó	1053,18	2780,06
2666	Kutas	1047,27	2779,96
2667	Kisasszond	1058,4	2779,94
2668	Bikal	1097,21	2779,93
2669	Aparhant	1107,14	2779,92
2670	Kaposkeresztúr	1078,11	2779,9
2671	Kaposszekcső	1087,93	2779,88
2672	Egyházaskozár	1099,15	2779,86
2673	Belezna	1016,35	2779,78
2674	Bárdudvarnok	1061,48	2779,7
2675	Zsombó	1198,45	2779,67
2676	Pusztamérges	1181,21	2779,66
2677	Kercseliget	1083,8	2779,64
2678	Csanádalberti	1242,51	2779,61
2679	Nemespátró	1020,28	2779,51
2680	Kaposszerdahely	1065,51	2779,3
2681	Surd	1018,31	2779,27
2682	Szentbalázs	1073,81	2779,25
2683	Pitvaros	1244,36	2779,22
2684	Kaszó	1033,37	2779,2
2685	Bordány	1195,39	2779,19
2686	Földeák	1229,67	2779,13
2687	Beleg	1044,87	2778,95
2688	Mezőhegyes	1249,17	2778,95
2689	Izmény	1104,89	2778,91
2690	Őcsény	1125,53	2778,85
2691	Alsómocsolád	1095	2778,84
2692	Jágónak	1085,45	2778,83
2693	Zselickislak	1068	2778,75
2694	Hegyhátmaróc	1100,31	2778,65
2695	Tófű	1101,57	2778,6
2696	Somogycsicsó	1028,06	2778,54
2697	Kisbajom	1049,2	2778,48
2698	Cserénfa	1072,89	2778,47
2699	Szenna	1063,95	2778,47
2700	Gerényes	1091,26	2778,39
2701	Vásárosdombó	1088,2	2778,38
2702	Zselicszentpál	1069,38	2778,38
2703	Somogybükkösd	1019,57	2778,16
2704	Jánoshalma	1159,61	2778,08
2705	Gige	1056,53	2778,03
2706	Bonyhád	1111,54	2778
2707	Csököly	1053,52	2777,99
2708	Óföldeák	1226,33	2777,92
2709	Györe	1104	2777,8
2710	Ág	1092,28	2777,75
2711	Csurgónagymarton	1024,97	2777,71
2712	Köblény	1098,34	2777,67
2713	Somogyszob	1037,9	2777,53
2714	Grábóc	1116,44	2777,42
2715	Porrog	1022,11	2777,41
2716	Gödre	1078,09	2777,36
2717	Ruzsa	1184,91	2777,35
2718	Szalatnak	1096,92	2777,35
2719	Meződ	1086,21	2777,34
2720	Battonya	1261,16	2777,31
2721	Tékes	1090,55	2777,24
2722	Szabás	1046,96	2777,23
2723	Ötvöskónyi	1041,76	2777,22
2724	Porrogszentpál	1021,01	2777,16
2725	Nagymányok	1107,59	2777,1
2726	Sükösd	1139,83	2777,09
2727	Patca	1063,52	2777,07
2728	Decs	1125,49	2777,05
2729	Simonfa	1069,57	2777,01
2730	Rinyakovácsi	1055,91	2776,99
2731	Szálka	1118,02	2776,96
2732	Őrtilos	1015,62	2776,93
2733	Tarrós	1088,66	2776,9
2734	Öttömös	1180,96	2776,88
2735	Kisszállás	1169,49	2776,82
2736	Kaposgyarmat	1072,97	2776,81
2737	Hajmás	1074,56	2776,63
2738	Kisvaszar	1092,81	2776,55
2739	Zákányszék	1193,44	2776,49
2740	Porrogszentkirály	1022,43	2776,46
2741	Szászvár	1102,74	2776,46
2742	Zselickisfalud	1064,16	2776,42
2743	Kismányok	1108,4	2776,38
2744	Baranyajenő	1082,56	2776,31
2745	Királyhegyes	1236,8	2776,3
2746	Maroslele	1220,6	2776,16
2747	Vékény	1100,62	2776,15
2748	Váralja	1105,93	2776,14
2749	Szilvásszentmárton	1063,42	2776,12
2750	Kárász	1099,25	2776,07
2751	Bolhás	1036,19	2776,01
2752	Borota	1153,42	2776,01
2753	Máza	1103,92	2775,96
2754	Vázsnok	1087,58	2775,93
2755	Palé	1083,89	2775,68
2756	Zákány	1016,86	2775,67
2757	Mőcsény	1115,51	2775,59
2758	Nagykorpád	1047,43	2775,54
2759	Hidas	1109,74	2775,42
2760	Csurgó	1025,88	2775,4
2761	Gálosfa	1073,21	2775,34
2762	Sásd	1086,4	2775,24
2763	Felsőegerszeg	1088,13	2775,22
2764	Érsekcsanád	1139,08	2775,18
2765	Cikó	1113,55	2775,16
2766	Kötcse	1030,34	2775,1
2767	Szenta	1030,34	2775,1
2768	Alsónána	1119,59	2775,05
2769	Magyaregregy	1098,59	2774,99
2770	Szeged	1209,77	2774,95
2771	Várdomb	1121,27	2774,95
2772	Sárpilis	1124,57	2774,93
2773	Varga	1088,68	2774,86
2774	Rém	1148,62	2774,83
2775	Baranyaszentgyörgy	1080,52	2774,76
2776	Domaszék	1200,29	2774,69
2777	Csanádpalota	1243,59	2774,47
2778	Mike	1051,91	2774,47
2779	Gyékényes	1020,55	2774,21
2780	Bőszénfa	1071,12	2774,18
2781	Kadarkút	1057,33	2774,18
2782	Liget	1091,56	2774,09
2783	Tormás	1079,45	2773,84
2784	Mindszentgodisa	1083,88	2773,73
2785	Nagyatád	1041,8	2773,69
2786	Kövegy	1241,25	2773,48
2787	Mecseknádasd	1108,04	2773,45
2788	Szágy	1076,55	2773,4
2789	Bátaapáti	1116,05	2773,39
2790	Mecsekpölöske	1092,68	2773,35
2791	Óbánya	1104,48	2773,32
2792	Klárafalva	1219,54	2773,28
2793	Makó	1228,81	2773,23
2794	Ófalu	1112,03	2773,22
2795	Oroszló	1087,43	2773,14
2796	Mórahalom	1193,14	2773,07
2797	Deszk	1214,63	2773,02
2798	Ferencszállás	1221,39	2772,97
2799	Mórágy	1118,68	2772,97
2800	Mélykút	1162,8	2772,8
2801	Berzence	1029,12	2772,64
2802	Bakóca	1079,68	2772,42
2803	Pörböly	1128,79	2772,37
2804	Kisbeszterce	1081,77	2772,34
2805	Lábod	1047,28	2772,32
2806	Tompa	1172,08	2772,28
2807	Alsónyék	1124,15	2772,18
2808	Kishajmás	1084,98	2772,09
2809	Hencse	1057,34	2772,04
2810	Ásotthalom	1187,07	2771,94
2811	Bodolyabér	1087,2	2771,86
2812	Kelebia	1176,54	2771,83
2813	Magyarszék	1091,86	2771,83
2814	Felsőszentiván	1151,36	2771,78
2815	Hedrehely	1059,13	2771,75
2816	Bátaszék	1123,33	2771,68
2817	Kőkút	1054,59	2771,54
2818	Csávoly	1148,85	2771,5
2819	Visnye	1060,72	2771,46
2820	Csebény	1075,82	2771,44
2821	Komló	1095,72	2771,44
2822	Magyarhertelend	1089,22	2771,39
2823	Baja	1137,67	2771,2
2824	Apátvarasd	1108,95	2771,19
2825	Kiszombor	1225,67	2771,18
2826	Röszke	1202,18	2771,18
2827	Újszentiván	1211,24	2771,13
2828	Boldogasszonyfa	1070,41	2771,05
2829	Vásárosbéc	1063,67	2770,95
2830	Tarany	1038,6	2770,83
2831	Horváthertelend	1075,66	2770,62
2832	Szentkatalin	1083,22	2770,62
2833	Somogyudvarhely	1031,41	2770,53
2834	Tataháza	1158,1	2770,52
2835	Erdősmecske	1110,8	2770,51
2836	Apátfalva	1234,75	2770,48
2837	Tiszasziget	1209,88	2770,38
2838	Zengővárkony	1105,96	2770,38
2839	Kovácsszénája	1086,68	2770,33
2840	Nagylak	1242,71	2770,31
2841	Husztót	1085,71	2770,3
2842	Magyarlukafa	1065,49	2770,23
2843	Magyarcsanád	1236,87	2770,21
2844	Rinyabesenyő	1051,25	2770,01
2845	Feked	1113,66	2769,78
2846	Mátételke	1156,94	2769,76
2847	Mánfa	1094,45	2769,65
2848	Somogyhárságy	1066,44	2769,64
2849	Pécsvárad	1105,29	2769,58
2850	Lovászhetény	1108,57	2769,46
2851	Almamellék	1072,52	2769,45
2852	Hosszúhetény	1101,48	2769,41
2853	Véménd	1117,18	2769,41
2854	Ibafa	1075,15	2769,39
2855	Szentlászló	1070,19	2769,3
2856	Okorvölgy	1083,73	2769,1
2857	Rinyaszentkirály	1043,64	2769,09
2858	Kübekháza	1216,67	2769,04
2859	Görgeteg	1046,61	2768,99
2860	Nagypall	1107,47	2768,75
2861	Lad	1058,87	2768,69
2862	Abaliget	1087,09	2768,63
2863	Szeremle	1132,8	2768,56
2864	Orfű	1089,42	2768,22
2865	Bácsszőlős	1165,43	2768,12
2866	Hetvehely	1082,78	2767,96
2867	Szebény	1115,4	2767,86
2868	Báta	1126,35	2767,8
2869	Bácsalmás	1159,71	2767,75
